🔸央视,#genre#
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8#http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
农林卫视,http://www.unraidd.top:8282/udp/239.29.0.129:5000
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8


🔸地方,#genre#
湖北经视,http://111.48.34.237/PLTV/88888888/224/3221230388/1.m3u8
湖北综合,http://111.48.34.237/PLTV/88888888/224/3221229806/1.m3u8
湖北公共新闻,http://111.48.34.237/PLTV/88888888/224/3221229800/1.m3u8
湖北垄上,http://111.48.34.237/PLTV/88888888/224/3221230390/1.m3u8
湖北影视,http://111.48.34.237/PLTV/88888888/224/3221230404/1.m3u8
湖北教育,http://111.48.34.237/PLTV/88888888/224/3221230406/1.m3u8
湖北生活,http://111.48.34.237/PLTV/88888888/224/3221230457/1.m3u8
武汉新闻综合,http://dd.ikhs.cn:8880/rtp/239.69.1.145:10506
武汉电视剧,http://dd.ikhs.cn:8880/rtp/239.69.1.146:10512
武汉科技生活,http://dd.ikhs.cn:8880/rtp/239.69.1.251:11148
武汉经济,http://111.48.34.237/PLTV/88888888/224/3221230393/1.m3u8
武汉文体,http://dd.ikhs.cn:8880/rtp/239.69.1.147:10518
武汉外语,http://111.48.34.237/PLTV/88888888/224/3221230352/1.m3u8
武汉教育,http://111.48.34.237/PLTV/88888888/224/3221229783/1.m3u8
茶频道,http://111.48.34.237/PLTV/88888888/224/3221229873/1.m3u8
快乐垂钓,http://111.48.34.237/PLTV/88888888/224/3221230479/1.m3u8
金鹰纪实,http://111.48.34.237/PLTV/88888888/224/3221229814/1.m3u8
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy#http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj#http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl#http://222.241.154.37:9901/tsfile/live/23023_1.m3u8
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds#http://222.241.154.37:9901/tsfile/live/23021_1.m3u8
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs#http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg#http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
北京淘精彩,http://218.241.192.50:8808/udp/239.3.1.178:8001
北京淘电影,http://218.241.192.50:8808/udp/239.3.1.250:8001
北京淘剧场,http://218.241.192.50:8808/udp/239.3.1.95:8001
北京淘娱乐,http://218.241.192.50:8808/udp/239.3.1.100:8001
北京淘Baby,http://218.241.192.50:8808/udp/239.3.1.238:8001
北京萌宠TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
北京大健康,http://111.199.234.14:18888/rtp/239.3.1.251:8001
北京新闻,http://111.199.234.14:18888/rtp/239.3.1.159:8000
北京影视,http://111.199.234.14:18888/rtp/239.3.1.158:8000
北京文艺,http://111.199.234.14:18888/rtp/239.3.1.242:8000
北京财经,http://111.199.234.14:18888/rtp/239.3.1.116:8000
北京生活,http://111.199.234.14:18888/rtp/239.3.1.117:8000


🔸数位,#genre#
CHC动作电影,http://111.48.34.237/PLTV/88888888/224/3221230434/1.m3u8
CHC家庭影院,http://111.48.34.237/PLTV/88888888/224/3221230481/1.m3u8
CHC影迷电影,http://111.48.34.237/PLTV/88888888/224/3221230483/1.m3u8
求索纪录,http://www.lizhinas.top:8688/udp/239.252.220.224:5140
求索生活,http://203.88.42.189:55555/udp/239.10.0.86:1025
求索科学,http://39.135.133.156/PLTV/88888888/224/3221225728/index.m3u8
求索动物,http://39.135.133.134/PLTV/88888888/224/3221225730/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
欢笑剧场,http://111.48.34.237/PLTV/88888888/224/3221230500/1.m3u8
都市剧场,http://www.lizhinas.top:8688/udp/239.252.219.225:5140
动漫秀场,http://h.berr.cn:3000/udp/225.0.0.161:6140
游戏风云,http://h.berr.cn:3000/udp/225.0.0.162:6140
生活时尚,http://h.berr.cn:3000/udp/225.0.0.163:6140
乐游,http://h.berr.cn:3000/udp/225.0.0.164:6140
魅力足球,http://120.77.28.4:8648/mgu.php?id=mlzq 
四海钓鱼,http://111.48.34.237/PLTV/88888888/224/3221230438/1.m3u8
法治天地,http://h.berr.cn:3000/udp/225.0.0.160:6140
七彩戏剧,http://h.berr.cn:3000/udp/225.0.0.225:6140
新视觉,http://117.161.12.124/live/program/live/xsjhd8m/8000000/mnf.m3u8
金色学堂,http://h.berr.cn:3000/udp/225.0.0.159:6140
劲爆体育,http://117.161.12.124/live/program/live/jbtyhd8m/8000000/mnf.m3u8#http://120.77.28.4:8648/mgu.php?id=jbty#http://nas.seate.xyz:6789/hn/jd.php?id=1113
财富天下,http://111.48.34.237/PLTV/88888888/224/3221229728/1.m3u8
第一财经,http://h.berr.cn:3000/udp/225.0.0.7:6140
东方财经,http://www.lizhinas.top:8688/udp/239.252.219.57:5140
五星体育,http://h.berr.cn:3000/udp/225.0.0.8:6140
睛彩广场舞,http://www.weec.top:2222/udp/239.3.1.128:8001
睛彩竞技,http://www.weec.top:2222/udp/239.3.1.125:8001
睛彩篮球,http://www.weec.top:2222/udp/239.3.1.126:8001
睛彩青少,http://www.weec.top:2222/udp/239.3.1.127:8001


🔸剧场,#genre#
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
爱怀旧,http://171.212.234.59:17777/udp/239.93.42.21:5140
爱喜剧,http://171.212.234.59:17777/udp/239.93.42.9:5140
爱奇谈,http://171.212.234.59:17777/udp/239.93.42.22:5140
爱科幻,http://171.212.234.59:17777/udp/239.93.42.10:5140
爱院线,http://171.212.234.59:17777/udp/239.93.42.11:5140
爱谍战,http://171.212.234.59:17777/udp/239.93.42.14:5140
爱悬疑,http://171.212.234.59:17777/udp/239.93.42.12:5140
爱幼教,http://171.212.234.59:17777/udp/239.93.42.17:5140
爱玩具,http://171.212.234.59:17777/udp/239.93.42.18:5140
爱动漫,http://171.212.234.59:17777/udp/239.93.42.23:5140
爱电竞,http://171.212.234.59:17777/udp/239.93.42.19:5140


🔸电影,#genre#
热门港剧,http://zzy789.xyz/douyu1.php?id=5522351 
高分电影,http://zzy789.xyz/douyu1.php?id=7254536
豆瓣高分,http://zzy789.xyz/douyu1.php?id=8770422
漫威影院,http://zzy789.xyz/douyu1.php?id=6140589
特辑电影,http://zzy789.xyz/douyu1.php?id=3637778
粤语电影,http://zzy789.xyz/douyu1.php?id=1226741
喜剧电影,http://zzy789.xyz/douyu1.php?id=323876
恐怖电影,http://zzy789.xyz/douyu1.php?id=218859
惊悚电影,http://zzy789.xyz/douyu1.php?id=96577
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
华语影视,http://zzy789.xyz/douyu1.php?id=3928
恐怖鬼怪,http://zzy789.xyz/douyu1.php?id=1165374
童年阴影,http://zzy789.xyz/douyu1.php?id=2935323
神乐影视,http://zzy789.xyz/douyu1.php?id=85894
吃米滴虫,http://zzy789.xyz/douyu1.php?id=315457
新三国,http://zzy789.xyz/douyu1.php?id=5908256
冰冰影厅,http://zzy789.xyz/douyu1.php?id=74374
奶虫影院,http://zzy789.xyz/douyu1.php?id=263824
贝爷壹厅,http://zzy789.xyz/douyu1.php?id=252802
贝爷贰厅,http://zzy789.xyz/douyu1.php?id=4332
贝爷叁厅,http://zzy789.xyz/douyu1.php?id=36337
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142
云宝影院,http://zzy789.xyz/douyu1.php?id=7305938
橙記港剧,http://zzy789.xyz/douyu1.php?id=4549169
怡寶影视,http://zzy789.xyz/douyu1.php?id=434971
圆子影视,http://zzy789.xyz/douyu1.php?id=6566658
贝贝影视,http://zzy789.xyz/douyu1.php?id=431460
可乐影视,http://zzy789.xyz/douyu1.php?id=20415
下饭神剧,http://zzy789.xyz/douyu1.php?id=276200
古装神剧,http://zzy789.xyz/douyu1.php?id=338759
酒染影视,http://zzy789.xyz/douyu1.php?id=7550220
芊珏影视,http://zzy789.xyz/douyu1.php?id=8814650
史君说剧,http://zzy789.xyz/douyu1.php?id=9419771
史剧解说,http://zzy789.xyz/douyu1.php?id=297689
老秦说剧,http://zzy789.xyz/douyu1.php?id=9650131
老蔡解说,http://zzy789.xyz/douyu1.php?id=8869614
长片短解,http://zzy789.xyz/douyu1.php?id=9410946
宇哥解说,http://zzy789.xyz/douyu1.php?id=8651489
夜魔人老王,http://zzy789.xyz/douyu1.php?id=610972
皮皮看动漫,http://zzy789.xyz/douyu1.php?id=9837291
开心锤动漫,http://zzy789.xyz/douyu1.php?id=9018297
老邪说电影,http://zzy789.xyz/douyu1.php?id=9222870
洗碗君解说,http://zzy789.xyz/douyu1.php?id=9446706
百晓生说剧,http://zzy789.xyz/douyu1.php?id=9649681
百晓生解说,http://zzy789.xyz/douyu1.php?id=9653063
小司马说剧,http://zzy789.xyz/douyu1.php?id=4808115
小司马解说,http://zzy789.xyz/douyu1.php?id=9660127
星君说电影,http://zzy789.xyz/douyu1.php?id=8014467
刘哔讲电影,http://zzy789.xyz/douyu1.php?id=2632223
老王说电影,http://zzy789.xyz/douyu1.php?id=9687733
牛叔说电影,http://zzy789.xyz/douyu1.php?id=2758565
侃片大师兄,http://zzy789.xyz/douyu1.php?id=9338839
虫哥说电影,http://zzy789.xyz/douyu1.php?id=8915074
电影迷小雅,http://zzy789.xyz/douyu1.php?id=9639225
1900影剧室,http://zzy789.xyz/douyu1.php?id=7796193
刘老师说电影,http://zzy789.xyz/douyu1.php?id=8317926
来呀官人解说,http://zzy789.xyz/douyu1.php?id=9986305
科幻Fans布玛,http://zzy789.xyz/douyu1.php?id=3508304
小片片说大片,http://zzy789.xyz/douyu1.php?id=4258555
大片片说小片,http://zzy789.xyz/douyu1.php?id=7489563
火龙果说电影,http://zzy789.xyz/douyu1.php?id=9559158


🔸港澳,#genre#
TVB Plus,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=819
TVB1,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=890
TVBe,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=888
TVB翡翠台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=2203
TVB明珠台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=820#P2p://generationnexxxt.com:19806/fd4c4431a2204a20b5c7c67698592912
TVB星河台,https://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8#P2p://generationnexxxt.com:19806/2dfd5ed435e841c1b6949346c2b58583
TVB娛樂新聞台,https://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8#P2p://generationnexxxt.com:19806/94c52f4f55a646f6825cff0b78316ae2
TVB千禧經典台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=878
TVB亞洲劇台,mitv://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
TVB粵語片台,mitv://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
無線新聞台,http://php.jdshipin.com:8880/smt.php?id=inews_twn#http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=807
無線財經體育資訊台,P2p://generationnexxxt.com:19806/acf61c067b48468dbdf3ae976c322d1a
香港國際財經台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3153#P2p://generationnexxxt.com:19806/f3cb31dde1e040a4a30f89e8f95beea7
HOY TV,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=828
HOY資訊台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=827#mitv://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
HKC 18,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3131
港臺電視31,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=859#http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
港臺電視32,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=858#http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
NOW星影台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3179
NOW爆谷台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3178
NOW華劇台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3106
NOW新聞台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=808#P2p://generationnexxxt.com:19806/5c263253cf5241b1a155f0b1b85edea1
NOW財經台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3101#P2p://generationnexxxt.com:19806/3a492b41b36f45acab0b75396aadc32d
ViuTV,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=811#http://php.jdshipin.com:8880/smt.php?id=viu1_twn#mitv://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
ViuTVsix,mitv://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6#mitv://generationnexxxt.com:19806/4117b4e170014c2fbce73011cfaf066a
天映頻道,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=864#mitv://generationnexxxt.com:19806/65e1b0870000c6d7c9dccba555040378
天映經典,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=861#mitv://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
POP C,P2p://generationnexxxt.com:19806/acf61c067b48468dbdf3ae976c322d1a
黃金華劇台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3130
美亞電影台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=862
功夫台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=2185
华语剧台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3127
粤语台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3128
亚洲剧台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3152
戲曲台,http://oxtvs.com/ott/?q=c642c3aa36f291b8dd1dccb47b50a229&id=3128#mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
